"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2021,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",546,"6.3"
"CENSUS",2021,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",546,"6.3"
"CENSUS",2021,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",540,"6.3"
"CENSUS",2021,"YEAR","NATIONAL","US TOTAL",-1,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",18,"24.9"
"CENSUS",2021,"YEAR","STATE","ALASKA",2,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","ALASKA",2,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","ALASKA",2,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",142,"19.2"
"CENSUS",2021,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",142,"19.2"
"CENSUS",2021,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",141,"20.4"
"CENSUS",2021,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"60.0"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"(H)"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"74.4"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"74.4"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",183,"(H)"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",183,"(H)"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"74.4"
"CENSUS",2021,"YEAR","STATE","CONNECTICUT",9,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",183,"(H)"
"CENSUS",2021,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",704,"99.8"
"CENSUS",2021,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"57.3"
"CENSUS",2021,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"57.3"
"CENSUS",2021,"YEAR","STATE","FLORIDA",12,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"57.3"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"92.4"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"80.4"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"80.4"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"78.0"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"78.0"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"80.4"
"CENSUS",2021,"YEAR","STATE","GEORGIA",13,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"78.0"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"87.5"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"53.2"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"53.2"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",111,"71.4"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",111,"71.4"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"53.2"
"CENSUS",2021,"YEAR","STATE","IDAHO",16,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",111,"71.4"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"95.4"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"95.4"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"95.4"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",53,"94.9"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",53,"94.9"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"95.4"
"CENSUS",2021,"YEAR","STATE","ILLINOIS",17,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",53,"94.9"
"CENSUS",2021,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","INDIANA",18,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"97.5"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"97.5"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",74,"96.4"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",74,"96.4"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"97.5"
"CENSUS",2021,"YEAR","STATE","IOWA",19,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",74,"96.4"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"76.0"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"69.1"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"69.1"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"72.0"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"72.0"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"69.1"
"CENSUS",2021,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",62,"72.0"
"CENSUS",2021,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"62.4"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"38.4"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"38.4"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",504,"(H)"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",504,"(H)"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"38.4"
"CENSUS",2021,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",504,"(H)"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"31.6"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"31.1"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"31.1"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",127,"35.4"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",127,"35.4"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"31.1"
"CENSUS",2021,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"89.6"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"79.2"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"79.2"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",251,"76.5"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",251,"76.5"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",12,"79.2"
"CENSUS",2021,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",251,"76.5"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",15,"47.2"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"32.5"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"32.5"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",564,"43.9"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",564,"43.9"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",26,"32.5"
"CENSUS",2021,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",564,"43.9"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"45.8"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",21,"39.5"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",21,"39.5"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",749,"54.0"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",749,"54.0"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",18,"43.6"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",659,"62.9"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"95.4"
"CENSUS",2021,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, PROCESSING","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",90,"95.4"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"71.5"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"43.6"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"43.6"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",96,"73.5"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",96,"73.5"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"43.6"
"CENSUS",2021,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",96,"73.5"
"CENSUS",2021,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"58.7"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"58.7"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",132,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",132,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"58.7"
"CENSUS",2021,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",132,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"(H)"
"CENSUS",2021,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",38,"42.2"
"CENSUS",2021,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",45,"26.4"
"CENSUS",2021,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",45,"26.4"
"CENSUS",2021,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",43,"25.3"
"CENSUS",2021,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"94.9"
